brand,color,cpu_brand,cpu_core_number,cpu_main_frequency,depth,disk_capacity,disktype,foldability,goods_status,gpu_brand,gpu_series,height,intelligence,max_memory_capacity,memory_capacity,memory_slot_number,memory_type,mtm_number,os,pre_installed_software,price,product_cate1,product_cate2,product_item_name,product_name,ram,rom,scene,screen_size,screen_type,series,service_description,size,stock_number,target_audience,time_to_market,uid,url,video_card_type,width
联想,,,,,,,,,上架,,,,,,,,,38013662,,,86,服务,电脑服务,电脑加速,【lenovo+专家1对1】电脑加速,,,,,,,"开机加速,系统加速,网络加速，本服务通过远程控制桌面进行操作",,32767,,2017-11-30,23,https://item.lenovo.com.cn/product/51639.html,,
联想,,,,,,,,,上架,,,,,,,,,38014239,,,86,服务,电脑服务,电脑加速,【lenovo+专家1对1】游戏加速,,,,,,,"网络提速,游戏优化,故障排除。本服务通过远程控制桌面进行操作，购买咨询4008901566。",,32767,,2017-11-30,29,https://item.lenovo.com.cn/product/51642.html,,
联想,,,,,,,,,上架,,,,,,,,,38014236,,,86,服务,电脑服务,安装,【lenovo+专家1对1】驱动安装,,,,,,,"驱动安装,驱动修复,驱动备份，本服务通过远程控制桌面进行操作",,32767,,2017-11-30,25,https://item.lenovo.com.cn/product/51640.html,,
,,,,,,,,,下架,,,,,,,,,38014237,,,98,服务,电脑服务,新机开荒,【lenovo+专家1对1】新机开荒,,,办公,,,,新机硬盘分区，新机安全防护，新机常用软件下载安装，驱动安装。注：如需安装付费软件，请提供安装介质。本服务通过远程控制桌面进行操作，购买咨询4008901566。,,844,商务人士,2017-11-30,33,https://item.lenovo.com.cn/product/51644.html,,
联想,,,,,,,,,上架,,,,,,,,,38013664,,,169,服务,电脑服务,维修检测,lenovo+专家1对1-上门服务,,,,,,,上门服务，为您进行系统安装、网络设置、软件调试等软件服务，全国2400+售后服务支持（如需安装付费软件，请提供安装介质）,,32767,,2017-12-06,27,https://item.lenovo.com.cn/product/51641.html,,
联想,,,,,,,,,上架,,,,,,,,,38014238,,,86,服务,电脑服务,浏览器修复,【lenovo+专家1对1】浏览器修复,,,,,,,"恢复网络连接,异常问题修复,恶意软件清除，本服务通过远程控制桌面进行操作",,32767,,2017-11-30,35,https://item.lenovo.com.cn/product/51645.html,,
联想,,,,,,,,,上架,,,,,,,,,38013663,,,86,服务,电脑服务,维修检测,【lenovo+专家1对1】应用指导,,,,,,,"安装下载,使用指导,技巧提示（如需安装付费软件，请提供安装介质），本服务通过远程控制桌面进行操作。",,32767,,2017-11-30,31,https://item.lenovo.com.cn/product/51643.html,,
,,,,,,,,,上架,,,,,,,,,dongde1463476936044,,,100,其他,其他,其他,糖豆儿,,,,,,,,,0,,2016-05-17,39,https://item.lenovo.com.cn/product/51897.html,,
,,,,,,,,,下架,,,,,,,,,38014008,,,209,服务,电脑服务,延保,thinkpad+延长1年基础保修（e/s/r/l）,,,办公,,,,延长1年保修，全国联保、原厂部件、免费维修。,,942,"商务人士,学生",2017-10-24,37,https://item.lenovo.com.cn/product/51818.html,,
,,,,,,,,,上架,,,,,,,,,dongde1463477337421,,,100,其他,其他,其他,懂陪伴,,,,,,,,,0,,2016-05-17,43,https://item.lenovo.com.cn/product/51899.html,,
,,,,,,,,,上架,,,,,,,,,dongde1463477026162,,,100,其他,其他,其他,大白话,,,,,,,,,0,,2016-05-17,41,https://item.lenovo.com.cn/product/51898.html,,
联想,,,,,283.0,,,,下架,,,385.0,,32,,,,48001739,,,1469,综合办公用品,文印投影,打印机,联想+睿省m7216nwa+黑白激光有线+无线打印多功能一体机+复印,,,办公,,,,,385.0*340.0*283.0mm,18,商务人士,2016-07-19,49,https://item.lenovo.com.cn/product/52972.html,,340.0
,,,,,,,,,下架,,,,,,,,,38013996,,,249,服务,电脑服务,延保,thinkpad+延长1年基础保修（t/x/a）,,,办公,,,,延长1年保修，全国联保、原厂部件、免费维修。,,7748,"学生,商务人士",2017-09-04,45,https://tk.lenovo.com.cn/product/52088.html,,
小新,,,,,,,,,下架,,,,,,,,,GX40M38685,,,119,电脑,笔记本,笔记本,小新air+12笔记本保护壳+–+米黄色,,,,,,air,,,3,,2018-01-19,53,https://item.lenovo.com.cn/product/58207.html,,
,,,,,,,,,下架,,,,,,,,,38014008,,,199,服务,电脑服务,延保,thinkpad+延长1年基础保修（e/s/r/l）,,,办公,,,,延长1年保修，全国联保、原厂部件、免费维修。,,6998,"学生,商务人士",2017-10-19,47,https://tk.lenovo.com.cn/product/52090.html,,
,,,,,,,,,上架,,,,,,,,,102001359,,,2100,服务,电脑服务,恢复,m4硬件开盘数据恢复服务-保内1t以下,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,32767,,2016-10-12,59,https://item.lenovo.com.cn/product/58248.html,,
thinkpad,磨砂黑,,,,,,,,上架,,,,,,,,,31056686,,,99,电脑配套设备,电脑外设,鼠标,thinkpad+蓝光鼠标（磨砂黑),,,办公,,,,,,0,商务人士,2016-08-30,51,https://tk.lenovo.com.cn/product/53518.html,,
,,,,,,,,,上架,,,,,,,,,102001360,,,2600,服务,电脑服务,恢复,m4硬件开盘数据恢复服务-保内1t含以上,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务,,32767,,2016-10-12,61,https://item.lenovo.com.cn/product/58249.html,,
,,,,,,,,,上架,,,,,,,,,102001357,,,1100,服务,电脑服务,恢复,m4硬件不开盘数据恢复服务-保内,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,32767,,2016-10-12,55,https://item.lenovo.com.cn/product/58246.html,,
,,,,,,,,,上架,,,,,,,,,102001384,,,899,服务,电脑服务,恢复,普通8g硬件恢复+数据恢复,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,50,,2016-10-12,71,https://item.lenovo.com.cn/product/58257.html,,
,,,,,,,,,上架,,,,,,,,,102001358,,,1100,服务,电脑服务,恢复,m4硬件不开盘数据恢复服务-保外及多品牌,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,32767,,2016-10-12,57,https://item.lenovo.com.cn/product/58247.html,,
,,,,,,,,,上架,,,,,,,,,102001386,,,1699,服务,电脑服务,恢复,普通32g硬件恢复+数据恢复,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,49,,2016-10-12,75,https://item.lenovo.com.cn/product/58259.html,,
,,,,,,,,,上架,,,,,,,,,102001361,,,2100,服务,电脑服务,恢复,m4硬件开盘数据恢复服务-保外及多品牌1t以下,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,32767,,2016-10-12,63,https://item.lenovo.com.cn/product/58250.html,,
,,,,,,,,,上架,,,,,,,,,102001387,,,1999,服务,电脑服务,恢复,普通一体封装+数据恢复,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,50,,2016-10-12,77,https://item.lenovo.com.cn/product/58260.html,,
,,,,,,,,,上架,,,,,,,,,102001362,,,2600,服务,电脑服务,恢复,m4硬件开盘数据恢复服务-保外及多品牌1t含以上,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,32767,,2016-10-12,65,https://item.lenovo.com.cn/product/58251.html,,
扬天,,,,,,,,,上架,,,,,,,,,38014119,,,99,服务,电脑服务,延保,扬天笔记本1年上门,,,办公,,,,保修期内1年全国免费上门服务，购买热线：400-990-8888,,0,"商务人士,学生",2016-10-20,97,https://item.lenovo.com.cn/product/58400.html,,
,,,,,,,,,上架,,,,,,,,,102001382,,,400,服务,电脑服务,恢复,远程数据恢复,,,,,,,此产品需联系在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！服务热线：4009908888按4按5按2,,32767,,2017-10-30,67,https://item.lenovo.com.cn/product/58255.html,,
,,,,,,,,,下架,,,,,,,,,38015004,,,169,服务,电脑服务,延保,扬天笔记本延长2年上门服务,,,办公,,,,保修期内2年全国免费上门服务，购买热线：400-990-8888,,800,"商务人士,学生",2016-10-20,99,https://item.lenovo.com.cn/product/58401.html,,
,,,,,,,,,下架,,,,,,,,,102001383,,,400,服务,电脑服务,恢复,普通软件恢复+数据恢复,,,,,,,此产品需拨打400-890-1566按3在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,37,,2016-10-12,69,https://item.lenovo.com.cn/product/58256.html,,
,,,,,,,,,下架,,,,,,,,,38015005,,,240,服务,电脑服务,延保,扬天笔记本延长3年上门服务,,,办公,,,,保修期内3年全国免费上门服务，购买热线：400-990-8888,,1000,"学生,商务人士",2016-10-20,101,https://item.lenovo.com.cn/product/58402.html,,
,,,,,,,,,上架,,,,,,,,,102001385,,,1199,服务,电脑服务,恢复,普通16g硬件恢复+数据恢复,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,50,,2016-10-12,73,https://item.lenovo.com.cn/product/58258.html,,
,,,,,,,,,下架,,,,,,,,,38014986,,,340,服务,电脑服务,延保,扬天笔记本延长2年基础保修,,,办公,,,,延长2年保修，全国联保、原厂部件、免费维修,,996,"商务人士,学生",2017-10-24,103,https://item.lenovo.com.cn/product/58403.html,,
,,,,,,,,,上架,,,,,,,,,102001388,,,600,服务,电脑服务,恢复,加急软件恢复+数据恢复,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,44,,2016-10-12,79,https://item.lenovo.com.cn/product/58261.html,,
,,,,,,,,,下架,,,,,,,,,38015006,,,303,服务,电脑服务,延保,扬天笔记本延长4年上门服务,,,办公,,,,保修期内4年全国免费上门服务，购买热线：400-990-8888,,800,"商务人士,学生",2016-10-20,105,https://item.lenovo.com.cn/product/58404.html,,
,,,,,,,,,上架,,,,,,,,,102001389,,,1299,服务,电脑服务,恢复,加急8g硬件恢复+数据恢复,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,50,,2016-10-12,81,https://item.lenovo.com.cn/product/58262.html,,
,,,,,,,,,下架,,,,,,,,,38014987,,,483,服务,电脑服务,延保,扬天笔记本延长3年基础保修,,,办公,,,,延长3年保修，全国联保、原厂部件、免费维修,,999,"商务人士,学生",2017-10-24,107,https://item.lenovo.com.cn/product/58406.html,,
,,,,,,,,,上架,,,,,,,,,102001390,,,1699,服务,电脑服务,恢复,加急16g硬件恢复+数据恢复,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,50,,2016-10-12,83,https://item.lenovo.com.cn/product/58263.html,,
,,,,,,,,,下架,,,,,,,,,38015014,,,119,服务,电脑服务,延保,扬天一体机延长2年上门服务,,,办公,,,,扬天一体机延长2年保修服务，产品咨询热线：400-990-8888,,800,"学生,商务人士",2016-10-21,109,https://item.lenovo.com.cn/product/58425.html,,
,,,,,,,,,上架,,,,,,,,,102001391,,,2199,服务,电脑服务,恢复,加急32g硬件恢复+数据恢复,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,50,,2016-10-12,85,https://item.lenovo.com.cn/product/58264.html,,
,,,,,,,,,下架,,,,,,,,,38015008,,,119,服务,电脑服务,延保,扬天分体台式机延长2年上门服务,,,办公,,,,保修期内2年全国免费上门服务，购买热线：400-990-8888,,799,"学生,商务人士",2016-10-21,115,https://item.lenovo.com.cn/product/58429.html,,
,,,,,,,,,上架,,,,,,,,,102001393,,,2299,服务,电脑服务,恢复,加急一体封装+数据恢复,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,50,,2016-10-12,87,https://item.lenovo.com.cn/product/58265.html,,
,,,,,,,,,下架,,,,,,,,,38015013,,,59,服务,电脑服务,延保,扬天台式机显示器延长1年上门服务,,,办公,,,,保修期内延长1年全国免费上门服务，购买热线：400-990-8888,,800,"商务人士,学生",2016-10-21,119,https://item.lenovo.com.cn/product/58431.html,,
,,,,,,,,,上架,,,,,,,,,102001421,,,1200,服务,电脑服务,恢复,m4数据恢复1对1专家服务-硬件保内,,,,,,,此产品需拨打4009908888按4按5按2在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,47,,2016-10-12,89,https://item.lenovo.com.cn/product/58266.html,,
,,,,,,,,,下架,,,,,,,,,38015227,,,857,服务,电脑服务,延保,thinkpad+延长4年基础保修（t/x/a）,,,办公,,,,延长4年保修，全国联保、原厂部件、免费维修。,,950,商务人士,2017-10-24,127,https://item.lenovo.com.cn/product/58448.html,,
,,,,,,,,,上架,,,,,,,,,102001423,,,1500,服务,电脑服务,恢复,m4数据恢复1对1专家服务-软件和硬件保外及多品牌,,,,,,,此产品需联系在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！服务热线：4009908888按4按5按2,,32767,,2017-11-16,91,https://item.lenovo.com.cn/product/58267.html,,
,,,,,,,,,下架,,,,,,,,,38015234,,,607,服务,电脑服务,延保,thinkpad+延长3年基础保修（e/s/r/l）,,,办公,,,,延长3年保修，全国联保、原厂部件、免费维修。,,984,商务人士,2017-10-24,129,https://item.lenovo.com.cn/product/58454.html,,
联想,,,,,,,,,上架,,,,,,,,,38014240,,,400,服务,电脑服务,恢复,【lenovo+专家1对1】远程数据恢复,,,,,,,联想远程数据恢复，通过远程控制桌面进行操作，恢复成功率高达92%，不成功不收费，此产品购买前请先联系在线客服。【特别说明】服务范围：+机械硬盘、U盘、SD卡；+服务内容：+1.误删除+；2.误格式化；+3.误装系统+；4.提示未格式化；+5.U盘数据丢失；+6.磁盘变成RAW属性；+7.分区丢失；+8.回收站清空；+9.分区转换导致文件丢失；10.内存卡数据丢失；11.电脑只剩C盘；12.提示文件或目录损坏；13.其他情况造成的文件丢失。电话：4009908888按4按5按2,,32767,,2017-10-20,93,https://item.lenovo.com.cn/product/58268.html,,
,,,,,,,,,下架,,,,,,,,,38015235,,,806,服务,电脑服务,延保,thinkpad+延长4年基础保修（e/s/r/l）,,,办公,,,,延长4年保修，全国联保、原厂部件、免费维修。,,996,"商务人士,学生",2017-10-24,131,https://item.lenovo.com.cn/product/58455.html,,
,,,,,,,,,下架,,,,,,,,,102001349,,,600,服务,电脑服务,恢复,m4软件数据恢复服务,,,,,,,此产品需拨打400-890-1566按3在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！,,9998,,2016-10-12,95,https://item.lenovo.com.cn/product/58269.html,,
,,,,,,,,,下架,,,,,,,,,38013996,,,259,服务,电脑服务,延保,thinkpad+延长1年基础保修（t/x/a）,,,办公,,,,延长1年保修，全国联保、原厂部件、免费维修。,,882,"商务人士,学生",2017-10-24,135,https://item.lenovo.com.cn/product/58603.html,,
,,,,,,,,,下架,,,,,,,,,38014113,,,119,服务,电脑服务,延保,扬天分体台式机延长主要部件1年保修,,,办公,,,,延长1年保修，全国联保、原厂部件、免费维修,,797,"学生,商务人士",2017-10-25,111,https://item.lenovo.com.cn/product/58426.html,,
,,,,,,,,,下架,,,,,,,,,GXY0M66868,,,45,配件,贴膜,贴膜,联想小新12寸键盘贴纸c面（海滩）,,,,,,,,,15,,2018-01-19,141,https://item.lenovo.com.cn/product/58903.html,,
,,,,,,,,,下架,,,,,,,,,38014122,,,41,服务,电脑服务,延保,扬天台式机显示器延长1年保修服务,,,办公,,,,保修期内1年全国免费上门服务，购买热线：400-990-8888,,800,"商务人士,学生",2016-10-21,113,https://item.lenovo.com.cn/product/58428.html,,
thinklife,,,,,,,,,下架,,,,,,,,,4X30M68237,,,99,电脑配套设备,电脑外设,鼠标,thinklife+无线静音鼠标wlm200,,,,,,,,,0,,2018-03-20,149,https://tk.lenovo.com.cn/product/59568.html,,
,,,,,,,,,下架,,,,,,,,,38015011,,,59,服务,电脑服务,延保,扬天台式机显示器延长2年基础保修,,,办公,,,,保修期内2年全国免费上门服务，购买热线：400-990-8888,,800,"学生,商务人士",2016-10-21,117,https://item.lenovo.com.cn/product/58430.html,,
,,,,,,,,,上架,,,,,,,,,102001529,,,1050,服务,电脑服务,恢复,m4软件数据恢复服务-拷贝活动版,,,,,,,此产品需联系在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！服务热线：4009908888按4按5按2,,46,,2017-06-21,161,https://item.lenovo.com.cn/product/93910.html,,
,,,,,,,,,下架,,,,,,,,,38014988,,,197,服务,电脑服务,延保,扬天分体台式机延长主要部件2年保修,,,办公,,,,延长2年保修，全国联保、原厂部件、免费维修,,798,"商务人士,学生",2017-10-25,121,https://item.lenovo.com.cn/product/58432.html,,
,,,,,,,,,上架,,,,,,,,,102001530,,,1550,服务,电脑服务,恢复,m4硬件不开盘数据恢复服务-拷贝活动版,,,,,,,此产品需联系在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！服务热线：4009908888按4按5按2,,46,,2017-06-21,163,https://item.lenovo.com.cn/product/93911.html,,
,,,,,,,,,下架,,,,,,,,,38015012,,,137,服务,电脑服务,延保,扬天台式机显示器延长3年基础保修,,,办公,,,,保修期内3年全国免费上门服务，购买热线：400-990-8888,,800,"商务人士,学生",2016-10-21,123,https://item.lenovo.com.cn/product/58433.html,,
thinkpad,,,,,,,,,上架,,,,,,,,,4X20M26281,,,159,配件,充电类,充电器,thinkpad+usb+type-c+65w电源适配器,,,办公,,,,,,0,商务人士,2018-01-12,165,https://tk.lenovo.com.cn/product/94646.html,,
,,,,,,,,,下架,,,,,,,,,38015226,,,682,服务,电脑服务,延保,thinkpad+延长3年基础保修（t/x/a）,,,办公,,,,延长3年保修，全国联保、原厂部件、免费维修。,,962,商务人士,2017-10-24,125,https://item.lenovo.com.cn/product/58446.html,,
联想,,,,,,,,,上架,,,,,,,,,4X30M39458,,,169,产品套装,电子产品套装,键鼠套装,lenovo无线键鼠套装,,,办公,,,,,,500,商务人士,2018-01-05,167,https://tk.lenovo.com.cn/product/94756.html,,
thinkpad,,,,,,,,,上架,,,,,,,,,38015241,,,439,服务,电脑服务,延保,thinkpad+mini(x100e)笔记本2年延保,,,,,,,延长2年保修，全国联保、原厂部件、免费维修。,,0,,2017-10-24,133,https://item.lenovo.com.cn/product/58458.html,,
,,,,,,,,,下架,,,,,,,,,38018504,,,399,服务,电脑服务,维修检测,thinkpad笔记本180城市两年上门,,,,,,,保修期内2年180个城市上门服务，购买热线：400-890-1566,,100,,2017-12-05,169,https://tk.lenovo.com.cn/product/99301.html,,
,,,,,,,,,下架,,,,,,,,,38015233,,,408,服务,电脑服务,延保,thinkpad+延长2年基础保修（e/s/r/l）,,,办公,,,,延长2年保修，全国联保、原厂部件、免费维修。,,982,"商务人士,学生",2017-10-24,137,https://item.lenovo.com.cn/product/58609.html,,
linner,灰色,,,,,,,,上架,,,,,,,,,31078449,,,499,电子产品,其他数码产品,耳机,linner（聆耳）nc21+pro+灰色+入耳式降噪耳机,,,,,,,,,0,,2018-01-31,171,https://item.lenovo.com.cn/product/100482.html,,
,,,,,,,,,下架,,,,,,,,,38015534,,,199,服务,电脑服务,延保,thinkcentre延长1年保修服务,,,办公,,,,ThinkCentre分体台式机主要部件延长1年保修期，全国联保、原厂部件、免费维修，,,5900,"商务人士,学生",2018-03-16,139,https://item.lenovo.com.cn/product/58613.html,,
联想,白色,,,,,,,,下架,,,,,,,,,PG38C02413,,,39,电子产品,其他数码产品,耳机,联想+dp-20+双发声单元hi-fi耳机+白色,,,,,,,,,0,学生,2018-03-27,173,https://item.lenovo.com.cn/product/100606.html,,
联想,,,,,,,,,下架,,,,智能数码,,,,,GX30K79400,,,499,电脑配套设备,电脑外设,鼠标,联想n1901a-l300+无线光学鼠标+黑,,,,,,,,,8,,2016-11-29,143,https://item.lenovo.com.cn/product/59119.html,,
,,,,,,,,,下架,,,,,,,,,38018835,,,1087,服务,电脑服务,服务包,thinkpad+2年全面保修（上门）（t/x/a）,,,,,,,ThinkPad+T/X/A增加1年保修（含意外保护及180个城市有限上门服务）;到货后3个工作日内完成注册保修服务，客服电话：4008901566转5,,193,,2018-07-19,187,https://tk.lenovo.com.cn/product/1001824.html,,
thinkpad,,,,,,,,,上架,,,,,,,,,4X40M67352,,,89,礼品箱包,包,背包,thinkpad双肩包b200,,,,,,,,,0,商务人士,2017-12-29,145,https://tk.lenovo.com.cn/product/59556.html,,
,,,,,,,,,下架,,,,,,,,,38018838,,,2174,服务,电脑服务,服务包,thinkpad+3年全面保修（上门）（t/x/a）,,,,,,,ThinkPad+T/X/A增加2年保修（含意外保护及180个城市有限上门服务）;到货后3个工作日内完成注册保修服务，客服电话：4008901566转5,,182,,2018-07-19,191,https://tk.lenovo.com.cn/product/1001827.html,,
thinklife,灰色,,,,,,,,下架,,,,,,,,,4X40M52019,,,199,礼品箱包,包,背包,thinklife+15.6休闲时尚双肩包+灰色,,,,,,,,,0,商务人士,2018-01-12,147,https://tk.lenovo.com.cn/product/59563.html,,
,,,,,,,,,下架,,,,,,,,,38018847,,,1206,服务,电脑服务,服务包,thinkpad+2年全面保修（上门）（e/s/r/l）,,,,,,,ThinkPad+E/S/R/L增加1年保修（含意外保护及180个城市有限上门服务）;到货后3个工作日内完成注册保修服务，客服电话：4008901566转5,,198,,2018-07-19,195,https://tk.lenovo.com.cn/product/1001832.html,,
thinkpad,磨砂黑,,,,,,,,下架,,,,,,,,,31056690,,,119,电脑配套设备,电脑外设,鼠标,thinkpad+无线蓝光鼠标+(磨砂黑),,,,,,,,,0,,2018-01-12,151,https://tk.lenovo.com.cn/product/59591.html,,
,,,,,,,,,下架,,,,,,,,,38018885,,,584,服务,电脑服务,延保,thinkpad+电池+延长2年基础保修,,,,,,,仅限ThinkPad+X/T系列机型，出厂电池部件保修延长2年,,5266,,2018-07-19,203,https://tk.lenovo.com.cn/product/1001836.html,,
,,,,,,,,,下架,,,,,,,,,38014989,,,95,服务,电脑服务,延保,扬天aio+lcd延长2年基础保修,,,办公,,LCD,,扬天AIO+LCD2年保修服务期限，全国联保、原厂部件、免费维修,,800,商务人士,2017-03-08,153,https://item.lenovo.com.cn/product/59767.html,,
,,,,,,,,,下架,,,,,,,,,38018837,,,1576,服务,电脑服务,延保,thinkpad+3年基础保修（上门）（t/x/a）,,,,,,,ThinkPad+T/X/A增加2年基础保修（含180个城市有限上门服务）;到货后3个工作日内完成注册保修服务，客服电话：4008901566转5,,268,,2018-07-19,205,https://tk.lenovo.com.cn/product/1001842.html,,
,,,,,,,,,下架,,,,,,,,,38017953,,,129,服务,电脑服务,延保,台式整机升级延长1年送修服务,,,,,,,此产品只针对在保整机升级产品的延保，购买时请务必向销售人员提供产品SN号，否则无法享受服务，到货如需上门安装，请联系4009908888按4按5按1,,32767,,2018-01-26,155,https://item.lenovo.com.cn/product/91742.html,,
,,,,,,,,,下架,,,,,,,,,38018849,,,1216,服务,电脑服务,延保,thinkpad+3年基础保修（上门）（e/s/r/l）,,,,,,,ThinkPad+E/S/R/L增加2年基础保修（含180个城市有限上门服务）;到货后3个工作日内完成注册保修服务，客服电话：4008901566转5,,98,,2018-07-19,209,https://tk.lenovo.com.cn/product/1001846.html,,
